Title,Price,Store,Condition
Used ESP LTD M200 Trans Red Solid Body Electric Guitar,$329.99,"Cherry Hill, NJ",Great
Used 2012 Guild F412 Natural 12 String Acoustic Electric Guitar,"$2,199.99","Somerville Circle, NJ",Good
Used Fender American Acoustasonic Jazzmaster Ebony Acoustic Electric Guitar,"$1,249.99","Virginia Beach, VA",Great
Used Jackson DK2M SILVER BURST Solid Body Electric Guitar,$419.99,"Winston-Salem, NC",Good
Used Ibanez RGD7521PB DEEP SEA FADE Solid Body Electric Guitar,$699.99,"Austin, TX",Great
Used Firefly Pure FFTL Flamed Transparent Gray Solid Body Electric Guitar,$289.99,"Independence, MO",Excellent
Used Gibson G-00 Natural Acoustic Guitar,$824.99,"Lincoln, NE",Good
Vintage 1995 Fender ST-57 Stratocaster Sunburst Solid Body Electric Guitar,$899.99,"New Braunfels, TX",Great
Used Ibanez AEG70-CCH Red Burst Acoustic Electric Guitar,$239.99,"Orange, CT",Good
Used Schecter Guitar Research Demon 7 String white Solid Body Electric Guitar,$349.99,"Memphis, TN",Great
Used Fender Custom Shop Yngwie Malmsteen Stratocaster Vintage White Solid Body Electric Guitar,"$3,199.99","Memphis, TN",Great
Used Jackson JS22 Dinky Black Solid Body Electric Guitar,$159.99,"Tulsa, OK",Great
Used Manuel Rodriguez Model B CUTAWAY Antique Natural Classical Acoustic Electric Guitar,$899.99,"Totowa, NJ",Good
Used Breedlove SIGATURE CONCERT COPPER E 2 Tone Sunburst Acoustic Electric Guitar,$329.99,"Myrtle Beach, SC",Great
Used Fender Jazzmaster 2 Color Sunburst Solid Body Electric Guitar,"$1,499.99","Orange, CT",Great
Used Aria aw200 Natural Acoustic Guitar,$199.99,"Orange, CT",Good
Used Epiphone Dot Vintage Sunburst Hollow Body Electric Guitar,$449.99,"Orange, CT",Great
Used Gibson SG Blue Solid Body Electric Guitar,"$1,249.99","Orange, CT",Great
Used Fender American Performer Stratocaster SSS Honey Burst Solid Body Electric Guitar,$914.99,"Alpharetta, GA",Great
Used Schecter Guitar Research C6 ELITE Purple Burst Solid Body Electric Guitar,$299.99,"Tyler, TX",Great
Used Guild X175 Sunburst Hollow Body Electric Guitar,$799.99,"Fairfax, VA",Good
Used Squier Vintage Modified Jaguar Fiesta Red Solid Body Electric Guitar,$309.99,"Florence, KY",Great
Used Line 6 JTV59 James Tyler Variax Sunburst Solid Body Electric Guitar,$749.99,"Nashville, TN",Great
Used Epiphone Les Paul Special Black Solid Body Electric Guitar,$99.99,"Savannah, GA",Fair
Used Yamaha FGX800C Sandburst Acoustic Electric Guitar,$234.99,"Columbia, SC",Good
Used Fender Standard Stratocaster Midnight Blue Solid Body Electric Guitar,$599.99,"Canton, MI",Great
Used Fender American Select Stratocaster Red Solid Body Electric Guitar,"$1,199.99","Canton, MI",Good
Used PRS SE HOLLOWBODY DARK RED BURST Solid Body Electric Guitar,$699.99,"Towson, MD",Great
Used Taylor 114CE Natural Acoustic Electric Guitar,$744.99,"Little Rock, AR",Excellent
Used Schecter Guitar Research DIAMOND SERIES ULTRA WHITE AND BLACK Solid Body Electric Guitar,$799.99,"Little Rock, AR",Excellent
Used Fender CHRIS SHIFLETT TELECASTER Metallic Gold Solid Body Electric Guitar,$899.99,"Plano, TX",Excellent
Used Seagull Entourage Rustic QI 2 Color Sunburst Acoustic Electric Guitar,$399.99,"Lewisville, TX",Good
Used Epiphone SG Standard 61 Maestro Vibrola Cherry Solid Body Electric Guitar,$479.99,"Round Rock, TX",Good
Used Kramer STRIKER HSS PINK Solid Body Electric Guitar,$199.99,"Sugar Land, TX",Good
Used Fender Showmaster Telecaster Cherry Solid Body Electric Guitar,$799.99,"Southfield, MI",Great
Used Firefly CLASSIC Honey Burst Solid Body Electric Guitar,$329.99,"Orange, CT",Good
Used ESP LTD GH-SV200 BLACK AND RED Solid Body Electric Guitar,$599.99,"Towson, MD",Great
Used Epiphone 1958 Korina Flying V Natural Solid Body Electric Guitar,$849.99,"Towson, MD",Great
Vintage 1967 Gibson ES330 Iced Tea Hollow Body Electric Guitar,"$4,499.99","Orange, CT",Good
Used Rickenbacker 660/12 12 String sunburst Solid Body Electric Guitar,"$2,299.99","Orange, CT",Good
Used Washburn WSD5240 Sunburst Acoustic Electric Guitar,$324.99,"Cool Springs, TN",Great
Used Taylor 615CE Sunburst Acoustic Electric Guitar,"$1,849.99","Central Dallas, TX",Good
Used Taylor 510CE Natural Acoustic Electric Guitar,"$1,399.99","Central Dallas, TX",Good
Used Fender Player Stratocaster Seafoam Green Solid Body Electric Guitar,$599.99,"Cedar Hill, TX",Great
Used Spectrum S-Style Black Solid Body Electric Guitar,$79.99,"Kansas City, MO",Good
Used Gretsch Guitars G5222 Natural Solid Body Electric Guitar,$389.99,"Arlington Heights, IL",Great
Used PRS Custom 24 Trans Charcoal Solid Body Electric Guitar,"$1,779.99","N. Fort Worth, TX",Good
Used Jackson Pro Series Signature Misha Mansoor Juggernaut HT7 CHARCOAL BURST Solid Body Electric Guitar,$749.99,"Arlington Heights, IL",Excellent
Used Relish Guitars TRINITY Metallic Blue Solid Body Electric Guitar,$499.99,"Southcenter, WA",Excellent
Used Epiphone ES335 FIGURED BLUEBERRY BURST Hollow Body Electric Guitar,$539.99,"Southcenter, WA",Excellent
Used Suhr Classic T Antique Fiesta Red Solid Body Electric Guitar,"$2,774.99","Southcenter, WA",Great
Used Yamaha SLG200N Black Classical Acoustic Electric Guitar,$534.99,"Florence, KY",Great
Used Ernie Ball Music Man Steve Morse Signature Y2D Trans Purple Solid Body Electric Guitar,"$1,999.99","Ft Collins, CO",Excellent
Used Ibanez S370DX Purple Solid Body Electric Guitar,$259.99,"Ft Collins, CO",Good
Used Walden G570TB Sunburst Acoustic Guitar,$324.99,"South San Jose, CA",Good
Used EVH FSR Wolfgang Standard Trans Black Solid Body Electric Guitar,$439.99,"Nashville, TN",Great
Used Ibanez RG6003FM Flat Red Solid Body Electric Guitar,$229.99,"Little Rock, AR",Good
Used ESP LTD Black Metal Black Solid Body Electric Guitar,$549.99,"Mayfield Heights, OH",Good
Used Epiphone JERRY CANTRELL PROPHECY BONE White Solid Body Electric Guitar,$899.99,"Mayfield Heights, OH",Good
"Used Epiphone JERRY CANTRELL ""WINO"" Wine Red Solid Body Electric Guitar",$599.99,"Mayfield Heights, OH",Good
Used Charvel Pro-Mod San Dimas Style 1 HSS HT Sassafras Black Solid Body Electric Guitar,$899.99,"N. Olmsted, OH",Great
Used Ibanez AZ47P1QM Premium Black Ice Burst Solid Body Electric Guitar,$999.99,"N. Olmsted, OH",Great
Used Mosrite MIJ FILLMORR VENTURES REISSUE INK BLUE Solid Body Electric Guitar,"$1,499.99","N. Olmsted, OH",Great
Used Yamaha APX500 Natural Acoustic Electric Guitar,$259.99,"Johnson City, NY",Great
Used Squier Cyclone Pink Solid Body Electric Guitar,$189.99,"Oklahoma City, OK",Fair
Used Fender Player Stratocaster BLUE Solid Body Electric Guitar,$589.99,"Norman, OK",Great
Used Washburn WI-64 Black Solid Body Electric Guitar,$349.99,"Brownsville, TX",Fair
Used Firefly FFVX CLASSIC Heritage Cherry Sunburst Solid Body Electric Guitar,$230.99,"Kennesaw, GA",Great
Used G&L Fullertone Deluxe Comanche 3 Tone Sunburst Solid Body Electric Guitar,"$1,349.99","Atlanta, GA",Excellent
Used Jackson GUS G SIGNATURE OFF WHITE Solid Body Electric Guitar,$799.99,"Willowbrook, TX",Great
Used Epiphone Wilshire Black and White Solid Body Electric Guitar,$349.99,"Johnson City, NY",Good
Used Alvarez AGA95CEAR shadow burst Acoustic Electric Guitar,$599.99,"Johnson City, NY",Excellent
Used Epiphone 1997 LIMITED LES PAUL STD Apple Green Solid Body Electric Guitar,$699.99,"Erie, PA",Good
Used Guild T50 DYNASONIC SLIM Black Acoustic Electric Guitar,$599.99,"Plano, TX",Great
Used Epiphone Les Paul Prophecy GX olive burst Solid Body Electric Guitar,$599.99,"Plano, TX",Good
Used Taylor ad17 Natural Acoustic Guitar,$999.99,"Willowbrook, TX",Great
Used Jackson JS23 Dinky Black Solid Body Electric Guitar,$129.99,"Winston-Salem, NC",Good
Used Jackson JS22 Black Solid Body Electric Guitar,$119.99,"Sugar Land, TX",Great
Used ESP LTD James Hetfield Snakebyte Black Solid Body Electric Guitar,$949.99,"Norman, OK",Good
Used Maestro By Gibson les paul jr white Solid Body Electric Guitar,$144.99,"Tulsa, OK",Good
Used 2022 Schecter Guitar Research NICK JOHNSTON SIGNATURE ATOMIC FROST AGED NITRO Solid Body Electric Guitar,"$2,599.99","Southington, CT",Great
Used Nashville Guitar Works D10CE Natural Acoustic Electric Guitar,$149.99,"Youngstown, OH",Great
Used Fender Sonoran Woody John Severson California Series Limited Editio John Severson Acoustic Guitar,"$1,199.99","Florence, KY",Great
Used Epiphone Les Paul Standard 1950s Heritage Cherry Sunburst Solid Body Electric Guitar,$399.99,"Little Rock, AR",Great
Used 2014 Gibson SEMI HOLLOW LES PAUL SUPREME 120TH ANNIVERSARY  Cherry Sunburst Hollow Body Electric Guitar,"$4,999.99","Little Rock, AR",Great
Used 2024 Gibson Les Paul Traditional Pro V Dark Purple Burst Solid Body Electric Guitar,"$2,199.99","Nashville, TN",Excellent
Used Jackson SL1x Yellow Solid Body Electric Guitar,$499.99,"South Springfield, MO",Excellent
Used Jackson SLX Soloist Jungle Camo Solid Body Electric Guitar,$499.99,"South Springfield, MO",Excellent
Used Ibanez Grg121dxl left handed Walnut Electric Guitar,$249.99,"Braintree, MA",Good
Used Fender American Deluxe Stratocaster Candy Apple Red Solid Body Electric Guitar,"$1,199.99","Tyler, TX",Great
Used Reverend DOUBLE AGENT W Black and Silver Solid Body Electric Guitar,$749.99,"Columbia, SC",Good
Used Ltd PHOENIX BLACK METAL Black Baritone Guitars,$849.99,"Somerville Circle, NJ",Excellent
Used PRS SE Silver Sky Moon White Solid Body Electric Guitar,$679.99,"Pittsburgh, PA",Excellent
Used Martin HD28 Natural Acoustic Guitar,"$2,799.99","Athens, GA",Great
Used Schecter Guitar Research C1 Platinum Trans Gray Solid Body Electric Guitar,$479.99,"Manchester, CT",Great
Used Charvel PRO-MOD DK24 HH 2PT CHLORINE BURST Solid Body Electric Guitar,$699.99,"Warwick, RI",Great
Used Ibanez AZ2204NW PRESTIGE DARK TIDE BLUE Solid Body Electric Guitar,"$1,499.99","Warwick, RI",Great
Used 2014 Taylor 214CE Deluxe Koa Natural Acoustic Electric Guitar,$899.99,"Woodlands, TX",Good
Used 2023 EVH Wolfgang Special Sonic Blue Solid Body Electric Guitar,$899.99,"Orange, CT",Excellent
Used Ibanez AS73FM-TAF FLAMED MAPLE Hollow Body Electric Guitar,$399.99,"Kansas City, MO",Great
Used Ibanez ICHI10 Vintage White Solid Body Electric Guitar,$724.99,"Kansas City, MO",Good
Used Recording King RD-328 Natural Acoustic Guitar,$699.99,"Virginia Beach, VA",Great
Used Washburn D12 S12 Natural 12 String Acoustic Guitar,$239.99,"Myrtle Beach, SC",Great
Used Takamine EG404C 2 Color Sunburst Acoustic Electric Guitar,$399.99,"Myrtle Beach, SC",Great
Used Schecter Guitar Research CR-6 Trans Gray Solid Body Electric Guitar,$399.99,"Richmond, VA",Good
Used Harley Benton HBO-850 Trans Blue Acoustic Electric Guitar,$199.99,"Orange, CT",Great
Used D'Angelico DAP CLASSICAL Natural Classical Acoustic Guitar,$299.99,"Orange, CT",Great
Used Dean PED FPK PINK FLAME Acoustic Electric Guitar,$199.99,"Orange, CT",Great
Used D'Angelico dap Natural Acoustic Electric Guitar,$349.99,"Orange, CT",Great
Used Fender mod shop telecaster Candy Apple Red Metallic Solid Body Electric Guitar,"$1,199.99","Lewisville, TX",Great
Used Alvarez Yairi natural Classical Acoustic Guitar,$749.99,"Jackson, MS",Great
Vintage 1998 Gibson Les Paul Special SL Red Solid Body Electric Guitar,$799.99,"Jackson, MS",Good
Used Squier Deluxe Stratocaster Olympic White Solid Body Electric Guitar,$249.99,"New London, CT",Great
Used Evh frankenstrat relic  red Solid Body Electric Guitar,"$1,299.99","Dayton, OH",Excellent
Used Hagstrom Viking Deluxe Left Handed Black Hollow Body Electric Guitar,$649.99,"Independence, MO",Great
Used Ibanez RG320FM TRANS GREY Solid Body Electric Guitar,$299.99,"Manchester, CT",Great
Used 2024 Fender American Vintage Reissue II 66 Jazzmaster Dakota Red Solid Body Electric Guitar,"$1,599.99","Nashville, TN",Great
Used 2016 Gibson 1960 Leas Paul Standard VOS Washed Cherry Solid Body Electric Guitar,"$4,999.99","Nashville, TN",Excellent
Used 2023 Gibson Custom Shop Murphy Lab Kirk Hammett 1979 Flying V Ebony Solid Body Electric Guitar,"$7,999.99","Nashville, TN",Excellent
Used 2023 PRS Wood Library 594 w/Korina Back & Neck Blue Fade Solid Body Electric Guitar,"$4,599.99","Nashville, TN",Excellent
Used Charvel PRO-MOD SO-CAL STYLE 1 FR E 3 Color Sunburst Solid Body Electric Guitar,$599.99,"Lancaster, PA",Great
Used PRS Swamp Ash Special IRI BLUE Solid Body Electric Guitar,$649.99,"Lancaster, PA",Great
Used Guild SF-1DCGVT Pelham Blue Hollow Body Electric Guitar,$429.99,"Plano, TX",Great
Used 2017 Fender Standard Stratocaster Brown Sunburst Solid Body Electric Guitar,$559.99,"Mcallen, TX",Great
Used Seagull S6 Collection 1982 Natural Acoustic Guitar,$479.99,"Little Rock, AR",Great
Used Squier Classic Vibe 70s Stratocaster Olympic White Solid Body Electric Guitar,$329.99,"Little Rock, AR",Great
Used 2023 Gibson Slash Les Paul Standard '50s november burst Solid Body Electric Guitar,"$1,999.99","Cool Springs, TN",Great
Used Epiphone 1961 Les Paul SG Faded Cherry Solid Body Electric Guitar,$699.99,"Pittsburgh, PA",Great
Used Taylor 224CEKDLX NATURAL Acoustic Electric Guitar,"$1,649.99","Allentown, PA",Excellent
Used Occhineri CUSTOM MADE GUITAR Natural Solid Body Electric Guitar,$399.99,"Scranton, PA",Fair
Used 2011 Fender Standard Stratocaster Black Solid Body Electric Guitar,$524.99,"Atlantic City, NJ",Great
Used Fender FA135CE Concert BLACK Acoustic Electric Guitar,$134.99,"Lewisville, TX",Good
Used 2024 PRS se CE24 SATIN Gold Solid Body Electric Guitar,$399.99,"Raleigh, NC",Excellent
Used 1995 Fender Stratocaster Black Solid Body Electric Guitar,$449.99,"Katy, TX",Good
Used Schecter Guitar Research Omen Extreme 6 Natural Solid Body Electric Guitar,$499.99,"Plano, TX",Excellent
Used PRS SE NF3 Orange Solid Body Electric Guitar,$699.99,"Plano, TX",Great
Used Taylor 214CE Deluxe Vintage Sunburst Acoustic Electric Guitar,"$1,399.99","Orange, CT",Excellent
Used 2017 Epiphone Les Paul Custom Pro Silver Burst Solid Body Electric Guitar,$599.99,"Orange, CT",Great
Used Luna Vista Wolf Natural Acoustic Electric Guitar,$479.99,"Winston-Salem, NC",Good
Used Gibson Custom Shop 1963 SG Special Reissue  Heritage Cherry Solid Body Electric Guitar,"$3,099.99","Athens, GA",Great
Used Jackson SLATXMG3-7 7 String Black Solid Body Electric Guitar,$564.99,"Lewisville, TX",Great
Used Ormsby TX GTR 7 Eaton Special Solid Body Electric Guitar,"$1,149.99","Lewisville, TX",Excellent
Used Squier Classic Vibe 1960S Telecaster Black Solid Body Electric Guitar,$344.99,"Lancaster, PA",Great
Used Squier Classic Vibe 1960S Stratocaster Lake Placid Blue Solid Body Electric Guitar,$349.99,"Tyler, TX",Great
Used Great Divide ssm-sb 2 Color Sunburst Acoustic Guitar,$189.99,"Dayton, OH",Great
Used Seagull S6 Antique Natural Acoustic Guitar,$429.99,"Dayton, OH",Great
Used Fender American Performer Telecaster Honey Burst Solid Body Electric Guitar,$949.99,"N. Olmsted, OH",Great
Used Donner DLP-124 Black Solid Body Electric Guitar,$160.99,"Orange, CT",Great
Used Sawtooth Es Relic Candy Apple Red Solid Body Electric Guitar,$399.99,"Orange, CT",Great
Used 2024 Gretsch Guitars G2622 Streamliner Center Block Fireburst Hollow Body Electric Guitar,$409.99,"Springfield, NJ",Excellent
Used Fender Standard Stratocaster Blue Solid Body Electric Guitar,$624.99,"Fairfax, VA",Great
Used Ernie Ball Music Man Cutlass Ghostwood Solid Body Electric Guitar,"$1,749.99","Hobart, IN",Excellent
Used Epiphone SST Black and Gold Acoustic Electric Guitar,$399.99,"Katy, TX",Good
Used 2024 Fender Player II Stratocaster 3 Color Sunburst Solid Body Electric Guitar,$629.99,"Austin, TX",Great
Used Fender American Professional Telecaster 3 Color Sunburst Solid Body Electric Guitar,$999.99,"Warwick, RI",Good
Used Jackson SL2 Pro Series Soloist Cherry Sunburst Solid Body Electric Guitar,$899.99,"Canton, MI",Excellent
Used Taylor 210e sb dlx 2 Tone Sunburst Acoustic Electric Guitar,$749.99,"Plano, TX",Good
Used Epiphone Les Paul Custom Silver Burst Solid Body Electric Guitar,$524.99,"Fredericksburg, VA",Good
Used Ibanez az42p1 Black Solid Body Electric Guitar,$799.99,"Overland Park, KS",Great
Used EVH Wolfgang Special QM Indigo Burst Solid Body Electric Guitar,$899.99,"Nashville, TN",Excellent
Used Epiphone chet atkins cec Antique Natural Classical Acoustic Electric Guitar,$599.99,"Hickory Corners, NC",Great
Used ESP H-1007 TRANS BLACK FLAME Solid Body Electric Guitar,$749.99,"Southington, CT",Good
Used Schecter Guitar Research Hellraiser Hybrid PT Trans Black Solid Body Electric Guitar,$699.99,"Mayfield Heights, OH",Good
Used Fender Player Stratocaster Lake Placid Blue Solid Body Electric Guitar,$589.99,"Kennesaw, GA",Great
Used Sterling by Music Man AX3QM Axis Quilted Maple Spectrum Red Solid Body Electric Guitar,$349.99,"Cherry Hill, NJ",Excellent
Used 2022 EVH Wolfgang WG Exotic Ziricote Solid Body Electric Guitar,$499.99,"Cherry Hill, NJ",Excellent
Used 2024 EVH Wolfgang WG Standard QM Baked Wine Red Solid Body Electric Guitar,$499.99,"Cherry Hill, NJ",Excellent
Vintage 1988 Martin CM15 HERRINGBONE Natural Acoustic Guitar,"$2,999.99","Towson, MD",Good
Used EVH Wolfgang Standard Stealth Solid Body Electric Guitar,$399.99,"Salem, OR",Good
Used ESP LTD EC400AT BLACK Solid Body Electric Guitar,$349.99,"Scottsdale, AZ",Good
Used Ibanez TCY10E Talman blue Acoustic Electric Guitar,$139.99,"Rancho Cucamonga, CA",Good
Used Fender American Standard Stratocaster Blizzard Pearl Solid Body Electric Guitar,$999.99,"Avondale, AZ",Great
Used Taylor 214CE Deluxe Natural Acoustic Electric Guitar,$729.99,"City of Industry, CA",Fair
Used Epiphone Les Paul 100 Bolt On 2 Color Sunburst Solid Body Electric Guitar,$129.99,"Little Rock, AR",Good
Used Fender CD140SCE Natural Acoustic Electric Guitar,$179.99,"Mesquite, TX",Good
Used PRS SE Silver Sky Moon White Solid Body Electric Guitar,$549.99,"Little Rock, AR",Good
Used ESP ECLIPSE Trans Green Solid Body Electric Guitar,$799.99,"Overland Park, KS",Fair
Used Squier Affinity Telecaster Butterscotch Solid Body Electric Guitar,$184.99,"Memphis, TN",Great
Used PRS SE Custom 24 08 Trans Blue Solid Body Electric Guitar,$739.99,"Plano, TX",Great
Used 2024 Fender 70th Anniversary Player Stratocaster nebula noir Solid Body Electric Guitar,$799.99,"Plano, TX",Great
Used H.s. Anderson Madcat Replica Amber Solid Body Electric Guitar,$429.99,"Little Rock, AR",Great
Used Cortez Singlecut Mahogany Solid Body Electric Guitar,$324.99,"Little Rock, AR",Good
Used Breedlove Discovery S Concert CE HB Natural Acoustic Electric Guitar,$269.99,"Little Rock, AR",Fair
Used Jasmine S34C Natural Acoustic Guitar,$79.99,"Little Rock, AR",Good
Used Recording King ROC9 Sunburst Acoustic Electric Guitar,$199.99,"Lewisville, TX",Good
Used Schecter Guitar Research Diamond Series Hellraiser Antique Ivory Solid Body Electric Guitar,$499.99,"Twin Cities, MN",Great
Used Legator NINJA 7FR Black Solid Body Electric Guitar,$399.99,"Twin Cities, MN",Fair
Used Epiphone Les Paul Custom Antique Ivory Solid Body Electric Guitar,$549.99,"Twin Cities, MN",Great
Used Schecter Guitar Research C1 FR SLS BLACK FADE BURST Solid Body Electric Guitar,$849.99,"Twin Cities, MN",Great
Used King ICEMAN Silver Sparkle Solid Body Electric Guitar,$149.99,"Syracuse, NY",Good
Used Silvertone PAUL STANLEY BLACK Solid Body Electric Guitar,$589.99,"Syracuse, NY",Fair
Used Ibanez 1990s JS100 Joe Satriani Signature TRANSPARENT RED Solid Body Electric Guitar,$514.99,"Independence, MO",Great
Used PRS SE Silver Sky STONE BLUE Solid Body Electric Guitar,$669.99,"Appleton, WI",Excellent
Used Danelectro 67' Heaven reissue Black and White Solid Body Electric Guitar,$299.99,"Pasadena TX, TX",Good
Used Fender Newporter Player Ocean Teal Acoustic Electric Guitar,$344.99,"Chattanooga, TN",Excellent
Used EVH EVH Striped Series '78 Eruption Striped Solid Body Electric Guitar,"$1,099.99","Scottsdale, AZ",Great
Used Fender ack White Triplecaster Telecaster Black Solid Body Electric Guitar,"$3,299.99","Scottsdale, AZ",Excellent
Used PRS SE Custom 24 Trampus Green Solid Body Electric Guitar,$649.99,"Erie, PA",Great
Used Epiphone Les Paul 100 Bolt On Cherry Sunburst Solid Body Electric Guitar,$109.99,"Brea, CA",Fair
Used 2008 Fender Highway One HSS Stratocaster 2 Color Sunburst Solid Body Electric Guitar,$974.99,"Harrisburg, PA",Great
Used Schecter Guitar Research Hellraiser C1 Trans Black Solid Body Electric Guitar,$370.99,"Mcallen, TX",Good
Used Taylor GS Mini-e 2 Tone Sunburst Acoustic Electric Guitar,$699.99,"Bridgeton, MO",Great
Used ESP LTD EC1000T Honey Burst Satin Solid Body Electric Guitar,$749.99,"Little Rock, AR",Great
Used Fender Contemporary Boxer Series Stratocaster Burgundy Mist Solid Body Electric Guitar,"$1,399.99","Hickory Corners, NC",Great
Used Jackson SL3R Mirror Solid Body Electric Guitar,$999.99,"Visalia, CA",Great
Used Cordoba C4CE Sunburst Classical Acoustic Electric Guitar,$289.99,"Fairfax, VA",Great
Used Fender Lincoln Brewster Signature Stratocaster Aztec Gold Solid Body Electric Guitar,"$1,649.99","Little Rock, AR",Excellent
Used Epiphone masterbuilt dr400MCE Natural Acoustic Electric Guitar,$549.99,"Willowbrook, TX",Great
Used Taylor 310CE Natural Acoustic Electric Guitar,$999.99,"N. Olmsted, OH",Good
Used 2016 Gibson advanced jumbo dlx Natural Acoustic Electric Guitar,"$2,999.99","Nashville, TN",Good
Used 2001 Epiphone Les Paul Classic Quilt Top 2001 Trans Black Solid Body Electric Guitar,$434.99,"Independence, MO",Great
Used PRS Paul Allender Signature SE Red Solid Body Electric Guitar,$449.99,"Harrisburg, PA",Good
Used Kramer SM-1 Maximum Steel Solid Body Electric Guitar,$749.99,"Lancaster, PA",Great
Used Schecter Guitar Research C1 Platinum Black Solid Body Electric Guitar,$484.99,"Lancaster, PA",Excellent
Used Kramer NIGHTSWAN BLACK SPARKLE Solid Body Electric Guitar,$659.99,"Lancaster, PA",Excellent
Used Dean EVO Trans Black Solid Body Electric Guitar,$119.99,"Lancaster, PA",Great
Used Fender STRATOCASTER aerodyne  Olympic White Solid Body Electric Guitar,$699.99,"Glendora, CA",Good
Used Schecter Guitar Research Omen Extreme 6 MAGENTA BURST Solid Body Electric Guitar,$359.99,"Allentown, PA",Great
Used Gibson Les Paul Modern LITE GOLD MIST SATIN Solid Body Electric Guitar,$974.99,"Cedar Hill, TX",Great
Used Taylor BBT Big Baby Natural Acoustic Guitar,$327.99,"Southfield, MI",Good
Used Cordoba STAGE BLACK BURST Classical Acoustic Electric Guitar,$599.99,"Willowbrook, TX",Great
Used Fender American Ultra II Stratocaster HSS Sinister Red Solid Body Electric Guitar,"$1,399.99","Mesquite, TX",Great
Used Epiphone ES335 Green Hollow Body Electric Guitar,$397.99,"Southfield, MI",Great
Used 2015 Gibson LES PAUL 100 STUDIO Cherry Solid Body Electric Guitar,"$1,199.99","Sacramento, CA",Excellent
Used Schecter Guitar Research SUN VALLEY SUPER SHREDDER White Solid Body Electric Guitar,$699.99,"N. Olmsted, OH",Great
Used Ibanez Prestige RG652AHM NEBULA GREEN BURST Solid Body Electric Guitar,"$1,049.99","Central Dallas, TX",Great
Used Epiphone SG Standard Trans Black Solid Body Electric Guitar,$374.99,"Marietta, GA",Great
Used Greg Bennett Design by Samick D-5 LEFT HANDED Natural Acoustic Guitar,$300.99,"Danbury, CT",Great
Used Gretsch Guitars G5420T Electromatic Orange Hollow Body Electric Guitar,$684.99,"Monroeville, PA",Great
Used Ortega RCE125SN Natural Classical Acoustic Electric Guitar,$244.99,"Northridge, CA",Good
Used Legator N8SS Blue Solid Body Electric Guitar,$599.99,"E Brunswick, NJ",Great
Vintage 1998 Fender American Standard Lake Placid Blue Solid Body Electric Guitar,"$1,199.99","Indianapolis, IN",Good
Used Kiesel GH3 Natural Solid Body Electric Guitar,"$1,499.99","New London, CT",Great
Used Schecter Guitar Research SOLO SPECIAL 2 Tone Sunburst Solid Body Electric Guitar,$399.99,"New London, CT",Good
Used Fender Blacktop Stratocaster Black Solid Body Electric Guitar,$599.99,"New London, CT",Great
Used Fender Eric Johnson Thinline Stratocaster Alpine White Hollow Body Electric Guitar,"$1,949.99","Norman, OK",Great
Used Epiphone Hummingbird Pro Cherry Sunburst Acoustic Electric Guitar,$399.99,"Fairfax, VA",Excellent
Used 2008 Fender Custom Shop Artist Series Eric Clapton Stratocaster Black Solid Body Electric Guitar,"$3,699.99","Hollywood, CA",Excellent
Used Fender FA235E Natural Acoustic Electric Guitar,$199.99,"Katy, TX",Great
Used B.C. Rich Bich Platinum Series Metallic Blue Solid Body Electric Guitar,$499.99,"Dayton, OH",Good
"Used Lsl STA-SP-3SB ""MARTHA ANN"" 3 Color Sunburst Solid Body Electric Guitar","$1,749.99","Raleigh, NC",Great
Used Ibanez AW54CEOPM Natural Acoustic Electric Guitar,$229.99,"Indianapolis, IN",Great
Used EVH Wolfgang Special QM Sangria Solid Body Electric Guitar,"$1,099.99","Goodlettsville, TN",Great
Used Charvel SoCal Style 1 HH FR WHITE Solid Body Electric Guitar,$624.99,"Plymouth Meeting, PA",Great
Used Charvel SoCal Style 1 HH Candy Apple Red Metallic Solid Body Electric Guitar,$619.99,"Plymouth Meeting, PA",Great
Used Charvel San Dimas Style 1 HH METALLIC PURPLE Solid Body Electric Guitar,$649.99,"Plymouth Meeting, PA",Great
Used Caparison Guitars ANGELUS DARK ALE Solid Body Electric Guitar,"$1,999.99","Bridgeton, MO",Good
Used 2014 Gibson 120TH LES PAUL MELODY MAKER P90 Mahogany Solid Body Electric Guitar,"$1,049.99","Tyler, TX",Great
Used Mooer GTRS Blue Solid Body Electric Guitar,$379.99,"South Austin, TX",Good
Used Sterling by Music Man John Petrucci JP157 7 String Black Solid Body Electric Guitar,$429.99,"South Austin, TX",Good
Used Squier Affinity Stratocaster DEEP BLUE Solid Body Electric Guitar,$174.99,"Southington, CT",Great
Used Jackson JS1X Randy Rhoads Minion GREEN Solid Body Electric Guitar,$149.99,"Gwinnett, GA",Good
Used Hiroshi Tamura NAGO-YAMA Natural Classical Acoustic Guitar,$599.99,"Glendora, CA",Good
Used Recording King rd328 Natural Acoustic Guitar,$549.99,"Nashville, TN",Good
Used Fender American Elite Telecaster Aged CherryBurst Solid Body Electric Guitar,"$1,499.99","Pasadena TX, TX",Great
Used Gibson ES330 Olive Drab Hollow Body Electric Guitar,"$2,999.99","Southfield, MI",Great
Used Gibson Les Paul Standard bluberry burst Solid Body Electric Guitar,"$2,109.99","Dayton, OH",Great
Used Takamine LTD 1992 Natural Acoustic Electric Guitar,$999.99,"Bakersfield, CA",Great
Used Ovation Custom Legend 1719 Black Acoustic Electric Guitar,"$1,299.99","Bakersfield, CA",Great
